sentence,target
"Long Island, including Queens and Nassau County, is also home to several Little Indias (लघु भारत) and a large Koreatown (롱 아일랜드 코리아타운), with large and growing attendant populations of Indian Americans and Korean Americans, respectively.",0
"Brooklyn has been a destination for West Indian immigrants of African descent, as well as Asian Indian immigrants.",0
"The annual New York City India Day Parade, held on or approximately every August 15 since 1981, is the world's largest Indian Independence Day parade outside of India.",0
"In the 2000 Census, New York had the largest Italian American population, composing the largest self-identified ancestral group in Staten Island and Long Island, followed by Irish Americans.",0
"Albany and the Mohawk Valley also have large communities of ethnic Italians and Irish Americans, reflecting 19th and early 20th-century immigration.",0
"According to the American Community Survey, New York had the largest Greek American population too, which counts 148,637 people (0.7% of the state).",0
"In Buffalo and western New York, German Americans comprise the largest ancestry.",0
"In the North Country of New York, French Canadians represent the leading ethnicity, given the area's proximity to Quebec.",0
"Americans of English ancestry are present throughout all of upstate New York, reflecting early colonial and later immigrants.",0
"In 2010, the most common American English dialects spoken in New York, besides General American English, were the New York City area dialect (including New York Latino English and North Jersey English), the Western New England accent around Albany, and Inland Northern American English in Buffalo and western New York State.",0
"As many as 800 languages are spoken in New York City, making it the most linguistically diverse city in the world.",0
"As of 2010, 70.72% (12,788,233) of New York residents aged five and older reported speaking only English at home, while 14.44% (2,611,903) spoke Spanish, 2.61% (472,955) Chinese (which includes Cantonese and Mandarin), 1.20% (216,468) Russian, 1.18% (213,785) Italian, 0.79% (142,169) French Creole, 0.75% (135,789) French, 0.67% (121,917) Yiddish, 0.63% (114,574) Korean, and Polish was spoken by 0.53% (95,413) of the population over the age of five.",0
"In total, 29.28% (5,295,016) of New York's population aged five and older reported speaking a language other than English.",0
"At the American Community Survey's 2017 estimates, nearly six million residents spoke a language other than English.",0
"Approximately 1,249,541 New York residents spoke Spanish, 386,290 Chinese, 122,150 Russian, 63,615 Haitian Creole, 62,219 Bengali, and 60,405 Korean.",0
"In 2018, 12,756,975 aged 5 years and older spoke English alone and 10,415,395 aged 18 and older only spoke English.",0
Spanish-speaking households by majority were not limited English-speaking.,0
An estimated 2.7 million households with residents aged 5 and older spoke Spanish.,0
"Chinese, Slavic, and French languages were the following largest household languages spoken in 2018.",0
"The majority of New York's religious population are Christian (60%), followed by the irreligious (27%), Judaism (7%), Islam (2%), Buddhism and Hinduism (1% each), and other faiths (0.5%).",0
"Before the 1800s, Protestant sects dominated the religious life of New York, although religion did not play as large a role in the public life of New Netherland as it did in New England, with its Puritan population.",0
"Historically, New York served as the foundation for new Christian denominations in the Second Great Awakening.",0
Non-Western Christian traditions and non-Christian religions did not grow for much of the state's history because immigration was predominantly from Western Europe (which at the time was dominated by Western Christianity and favored by the quotas in federal immigration law).,0
"The Immigration and Nationality Act of 1965 removed the quotas, allowing for the growth of other religious groups.",0
The Roman Catholic Church is the largest Christian denomination in New York (31%).,0
